timestamp,negotiationId,conversationId,round,sender,receiver,type,aclPerformative,price,strategy,outcome,utility,buyerUtility,dealerUtility,reason
2026-05-11 16:17:30,neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,negotiation-neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,1,Tan06,ToyotaDealer,OFFER,PROPOSE,82000.00,Time-Dependent (CONCEDER),ONGOING,1.0000,,,Round 1 opening offer using Time-Dependent (CONCEDER)
2026-05-11 16:17:31,neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,negotiation-neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,1,ToyotaDealer,Tan06,OFFER,PROPOSE,97000.00,Time-Dependent (BOULWARE),ONGOING,1.0000,,,Round 1/10 | Curve=BOULWARE β=0.25 | Progress=10% → Offer RM97000
2026-05-11 16:17:31,neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,negotiation-neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,2,Tan06,ToyotaDealer,OFFER,PROPOSE,96900.00,Time-Dependent (CONCEDER),ONGOING,0.4481,,,Round 2/20 | Curve=CONCEDER β=4.00 | Progress=10% → Offer RM97200
2026-05-11 16:17:32,neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,negotiation-neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,2,ToyotaDealer,Tan06,OFFER,PROPOSE,97000.00,Time-Dependent (BOULWARE),ONGOING,1.0000,,,Round 2/10 | Curve=BOULWARE β=0.25 | Progress=20% → Offer RM97000
2026-05-11 16:17:32,neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,negotiation-neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,3,Tan06,ToyotaDealer,OFFER,PROPOSE,96900.00,Time-Dependent (CONCEDER),ONGOING,0.4481,,,Round 3/20 | Curve=CONCEDER β=4.00 | Progress=15% → Offer RM98800
2026-05-11 16:17:34,neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,negotiation-neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,3,ToyotaDealer,Tan06,OFFER,PROPOSE,96900.00,Time-Dependent (BOULWARE),ONGOING,0.9897,,,Round 3/10 | Curve=BOULWARE β=0.25 | Progress=30% → Offer RM96900
2026-05-11 16:17:34,neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,negotiation-neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,4,Tan06,ToyotaDealer,OFFER,PROPOSE,96800.00,Time-Dependent (CONCEDER),ONGOING,0.4519,,,Round 4/20 | Curve=CONCEDER β=4.00 | Progress=20% → Offer RM100100
2026-05-11 16:17:36,neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,negotiation-neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,4,ToyotaDealer,Tan06,ACCEPT,ACCEPT_PROPOSAL,96800.00,Time-Dependent (BOULWARE),COMPLETED,0.9794,,,Impasse detected — buyer at RM 96800 is above our floor — accepting to close deal.
2026-05-11 16:19:30,neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,4,,,REJECT,,,,FAILED,,,,ToyotaDealer shutdown
2026-05-11 16:19:30,neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,neg-Tan06_172_17_75_103_1099_JADE-ToyotaDealer_172_17_75_103_1099_JADE-E4C0FB5E-450517,4,,,REJECT,,,,FAILED,,,,Tan06 shutdown
